album,lyric
1989 (Deluxe),"I reached for you, but you were gone"
1989 (Deluxe),I knew I had to go back home
1989 (Deluxe),You searched the world for something else
1989 (Deluxe),To make you feel like what we had
1989 (Deluxe),"And in the end, in Wonderland"
1989 (Deluxe),We both went mad
1989 (Deluxe),Oh
1989 (Deluxe),We found Wonderland
1989 (Deluxe),You and I got lost in it
1989 (Deluxe),And we pretended it could last forever
1989 (Deluxe),"Last forever (Eh, eh)"
1989 (Deluxe),We found Wonderland
1989 (Deluxe),You and I got lost in it (Got lost in it)
1989 (Deluxe),And life was never worse but never better
1989 (Deluxe),"Never better (Eh, eh)"
1989 (Deluxe),"(Eh, eh, eh, eh, eh)"
1989 (Deluxe),We found Wonderland
1989 (Deluxe),You and I got lost in it
1989 (Deluxe),"(Eh, eh, eh, eh, eh)"
1989 (Deluxe),And we pretended it could last forever (In Wonderland)
1989 (Deluxe),"(Eh, eh, eh, eh, eh)"
1989 (Deluxe),We found Wonderland
1989 (Deluxe),You and I got lost in it
1989 (Deluxe),"(Eh, eh, eh, eh, eh)"
1989 (Deluxe),And life was never worse but never better
1989 (Deluxe),In Wonderland
1989 (Deluxe),"One look, dark room"
1989 (Deluxe),Meant just for you
1989 (Deluxe),"Time moved too fast, you play it back"
1989 (Deluxe),"Buttons on a coat, lighthearted joke"
1989 (Deluxe),"No proof, not much, but you saw enough"
1989 (Deluxe),"Small talk, he drives"
1989 (Deluxe),Coffee at midnight
1989 (Deluxe),The light reflects the chain on your neck
1989 (Deluxe),"He says, ""Look up"""
1989 (Deluxe),And your shoulders brush
1989 (Deluxe),"No proof, one touch, but you felt enough"
1989 (Deluxe),"You can hear it in the silence (Silence), silence (Silence), you"
1989 (Deluxe),"You can feel it on the way home (Way home), way home (Way home), you"
1989 (Deluxe),"You can see it with the lights out (Lights out), lights out (Lights out)"
1989 (Deluxe),"You are in love, true love"
1989 (Deluxe),You are in love
1989 (Deluxe),"Morning, his place"
1989 (Deluxe),"Burnt toast, Sunday"
1989 (Deluxe),"You keep his shirt, he keeps his word"
1989 (Deluxe),"And for once, you let go"
1989 (Deluxe),Of your fears and your ghosts
1989 (Deluxe),"One step, not much, but it said enough"
1989 (Deluxe),You kiss on sidewalks
1989 (Deluxe),You fight and you talk
1989 (Deluxe),"One night, he wakes"
1989 (Deluxe),Strange look on his face
1989 (Deluxe),"Pauses, then says ""You're my best friend"""
1989 (Deluxe),"And you knew what it was, he is in love"
1989 (Deluxe),"You can hear it in the silence (Silence), silence (Silence), you"
1989 (Deluxe),"You can feel it on the way home (Way home), way home (Way home), you"
1989 (Deluxe),"You can see it with the lights out (Lights out), lights out (Lights out)"
1989 (Deluxe),"You are in love, true love"
1989 (Deluxe),And so it goes
1989 (Deluxe),"You two are dancing in a snow globe, 'round and 'round"
1989 (Deluxe),And he keeps a picture of you in his office downtown
1989 (Deluxe),And you understand now
1989 (Deluxe),Why they lost their minds and fought the wars
1989 (Deluxe),And why I've spent my whole life trying to put it into words
1989 (Deluxe),'Cause you can hear it in the silence
1989 (Deluxe),You can feel it on the way home
1989 (Deluxe),You can see it with the lights out
1989 (Deluxe),"You are in love, true love"
1989 (Deluxe),You are in love
1989 (Deluxe),"You can hear it in the silence (Silence), silence (Silence), you"
1989 (Deluxe),"You can feel it on the way home (Way home), way home (Way home), you"
1989 (Deluxe),"You can see it with the lights out (Lights out), lights out (Lights out)"
1989 (Deluxe),"You are in love, true love"
1989 (Deluxe),You are in love
1989 (Deluxe),"You can hear it in the silence (Silence), silence (Silence), you"
1989 (Deluxe),"You can feel it on the way home (Way home), way home (Way home), you"
1989 (Deluxe),"You can see it with the lights out (Lights out), lights out (Lights out)"
1989 (Deluxe),"You are in love, true love"
1989 (Deluxe),You are in love
1989 (Deluxe),"We're all bored, we're all so tired of everything"
1989 (Deluxe),We wait for trains that just aren't coming
1989 (Deluxe),We show off our different scarlet letters
1989 (Deluxe),"Trust me, mine is better"
1989 (Deluxe),"We're so young, but we're on the road to ruin"
1989 (Deluxe),"We play dumb, but we know exactly what we're doing"
1989 (Deluxe),We cry tears of mascara in the bathroom
1989 (Deluxe),"Honey, life is just a classroom"
1989 (Deluxe),"(Ah, ah, ah, ah, ah, ah)"
1989 (Deluxe),"'Cause baby, I could build a castle"
1989 (Deluxe),Out of all the bricks they threw at me
1989 (Deluxe),And every day is like a battle
1989 (Deluxe),But every night with us is like a dream
1989 (Deluxe),"Baby, we're the new romantics"
1989 (Deluxe),"Come on, come along with me"
1989 (Deluxe),Heartbreak is the national anthem
1989 (Deluxe),We sing it proudly
1989 (Deluxe),We are too busy dancing to get knocked off our feet
1989 (Deluxe),"Baby, we're the new romantics"
1989 (Deluxe),The best people in life are free
1989 (Deluxe),"We're all here, the lights and noise are blinding"
1989 (Deluxe),"We hang back, it's all in the timing"
1989 (Deluxe),It's poker
1989 (Deluxe),He can't see it in my face
1989 (Deluxe),But I'm about to play my Ace (Ahh)
1989 (Deluxe),"We need love, but all we want is danger"
1989 (Deluxe),"We team up, then switch sides like a record changer"
1989 (Deluxe),The rumors are terrible and cruel
1989 (Deluxe),"But honey, most of them are true"
1989 (Deluxe),"(Ah, ah, ah, ah, ah, ah)"
1989 (Deluxe),"'Cause baby, I could build a castle"
1989 (Deluxe),Out of all the bricks they threw at me
1989 (Deluxe),And every day is like a battle
1989 (Deluxe),But every night with us is like a dream
1989 (Deluxe),"Baby, we're the new romantics"
1989 (Deluxe),"Come on, come along with me"
1989 (Deluxe),Heartbreak is the national anthem
1989 (Deluxe),We sing it proudly
1989 (Deluxe),We are too busy dancing (Yeah) to get knocked off our feet
1989 (Deluxe),"Baby, we're the new romantics"
1989 (Deluxe),The best people in life are free
1989 (Deluxe),"(Oh, oh, oh-oh, oh)"
1989 (Deluxe),Oh-oh
1989 (Deluxe),"(Oh, oh, oh-oh, oh)"
1989 (Deluxe),"So, come on, come along with me"
1989 (Deluxe),"(Oh, oh, oh-oh, oh)"
1989 (Deluxe),The best people in life are free
1989 (Deluxe),"(Oh, oh, oh-oh, oh)"
1989 (Deluxe),Please take my hand and
1989 (Deluxe),"Please take me dancing, and"
1989 (Deluxe),Please leave me stranded
1989 (Deluxe),It's so romantic (it's so romantic)
1989 (Deluxe),"(Ah, ah, ah, ah, ah, ah)"
1989 (Deluxe),"Oh, 'cause baby, I could build a castle"
1989 (Deluxe),Out of all the bricks they threw at me
1989 (Deluxe),"And every day is like a battle, oh-oh"
1989 (Deluxe),But every night with us is like a dream
1989 (Deluxe),"'Cause baby, I could build a castle (castle)"
1989 (Deluxe),Out of all the bricks they threw at me
1989 (Deluxe),And every day is like a battle
1989 (Deluxe),But every night with us is like a dream
1989 (Deluxe),"Baby, we're the new romantics"
1989 (Deluxe),"Come on, come along with me"
1989 (Deluxe),Heartbreak is the national anthem
1989 (Deluxe),We sing it proudly
1989 (Deluxe),We are too busy dancing to get knocked off our feet
1989 (Deluxe),"Baby, we're the new romantics"
1989 (Deluxe),The best people in life are free
reputation,Knew he was a killer first time that I saw him
reputation,Wondered how many girls he had loved and left haunted
reputation,"But if he's a ghost, then I can be a phantom"
reputation,"Holdin' him for ransom, some"
reputation,"Some boys are tryin' too hard, he don't try at all though"
reputation,"Younger than my exes, but he act like such a man, so"
reputation,"I see nothing better, I keep him forever"
reputation,Like a vendetta-ta
reputation,"I, I, I see how this is gon' go"
reputation,Touch me and you'll never be alone
reputation,I-Island breeze and lights down low
reputation,No one has to know
reputation,"In the middle of the night, in my dreams"
reputation,"You should see the things we do, baby"
reputation,"In the middle of the night, in my dreams"
reputation,"I know I'm gonna be with you, so I take my time"
reputation,Are you ready for it?
reputation,Knew I was a robber first time that he saw me
reputation,Stealing hearts and running off and never sayin' sorry
reputation,"But if I'm a thief, then he can join the heist, and"
reputation,"We'll move to an island, and"
reputation,"And he can be my jailer, Burton to this Taylor"
reputation,Every love I've known in comparison is a failure
reputation,"I forget their names now, I'm so very tame now"
reputation,"Never be the same now, now"
reputation,"I, I, I see how this is gon' go"
reputation,Touch me and you'll never be alone
reputation,I-Island breeze and lights down low
reputation,No one has to know (No one has to know)
reputation,"In the middle of the night, in my dreams"
reputation,"You should see the things we do, baby"
reputation,In the middle of the night in my dreams
reputation,"I know I'm gonna be with you, so I take my time"
reputation,Are you ready for it?
reputation,"Oh, are you ready for it?"
reputation,"Baby, let the games begin"
reputation,Let the games begin
reputation,Let the games begin
reputation,"Baby, let the games begin"
reputation,Let the games begin
reputation,Let the games begin
reputation,"I, I, I see how this is gon' go"
reputation,Touch me and you'll never be alone
reputation,I-Island breeze and lights down low
reputation,No one has to know
reputation,"In the middle of the night (Night), in my dreams (My dreams)"
reputation,"You should see the things we do (We do), baby (Baby), hmm (Eh)"
reputation,"In the middle of the night, in my dreams (My dreams)"
reputation,I know I'm gonna be with you (I know I'm gonna be with you)
reputation,So I take my time
reputation,In the middle of the night
reputation,"Baby, let the games begin"
reputation,Let the games begin
reputation,Let the games begin
reputation,Are you ready for it?
reputation,"Baby, let the games begin"
reputation,Let the games begin
reputation,Let the games begin
reputation,Are you ready for it?
reputation,I wanna be your end game
reputation,I wanna be your first string
reputation,"I wanna be your A-Team (Whoa, whoa, whoa)"
reputation,"I wanna be your end game, end game"
reputation,"Big reputation, big reputation"
reputation,"Ooh, you and me, we got big reputations, ah"
reputation,"And you heard about me, ooh"
reputation,I got some big enemies (Yeah)
reputation,"Big reputation, big reputation"
reputation,"Ooh, you and me would be a big conversation, ah (Git, git)"
reputation,"And I heard about you, ooh (Yeah)"
reputation,"You like the bad ones, too"
reputation,"You so dope, don't overdose, I’m so stoked, I need a toast"
reputation,"We do the most, I'm in the Ghost like I'm whippin’ a boat"
reputation,"I got a reputation, girl that don't precede me (Yeah)"
reputation,I'm one call away whenever you need me (Yeah)
reputation,"I'm in a G5 (Yeah), come to the A-Side (Yeah)"
reputation,"I got a bad boy persona, that's what they like (What they like)"
reputation,"You love it, I love it too 'cause you my type (You my type)"
reputation,You hold me down and I protect you with my life
reputation,"I don't wanna touch you, I don't wanna be"
reputation,Just another ex-love you don’t wanna see
reputation,I don’t wanna miss you (I don't wanna miss you)
reputation,Like the other girls do
reputation,"I don’t wanna hurt you, I just wanna be"
reputation,Drinking on a beach with you all over me
reputation,I know what they all say (I know what they all say)
reputation,But I ain't tryna play
reputation,I wanna be your end game (End game)
reputation,I wanna be your first string (First string)
reputation,I wanna be your A-Team (A-Team)
reputation,"I wanna be your end game, end game"
reputation,"Knew her when I was young, reconnected when we were little bit older"
reputation,"Both sprung, I got issues and chips on both of my shoulders"
reputation,"Reputation precedes me, in rumors, I'm knee-deep"
reputation,"The truth is, it's easier to ignore it, believe me"
reputation,"Even when we’d argue, we'd not do it for long"
reputation,And you understand the good and bad end up in the song
reputation,"For all your beautiful traits, and the way you do it with ease"
reputation,"For all my flaws, paranoia, and insecurities"
reputation,"I've made mistakes and made some choices, that's hard to deny"
reputation,"After the storm, something was born on the 4th of July"
reputation,"I've passed days without fun, this end game is the one"
reputation,"With four words on the tip of my tongue, I'll never say it"
reputation,"I don't wanna touch you, I don't wanna be"
reputation,Just another ex-love you don't wanna see
reputation,I don't wanna miss you (I don't wanna miss you)
reputation,Like the other girls do
reputation,"I don't wanna hurt you, I just wanna be"
reputation,Drinking on a beach with you all over me
reputation,"I know what they all say, yeah"
reputation,But I ain't tryna play
reputation,I wanna be your end game (End game)
reputation,I wanna be your first string (Wanna be your first string)
reputation,I wanna be your A-Team (A-Team)
reputation,"I wanna be your end game, end game"
reputation,"Big reputation, big reputation"
reputation,"Ooh, you and me, we got big reputations, ah"
reputation,"And you heard about me, ooh"
reputation,I got some big enemies
reputation,"Hey, big reputation, big reputation"
reputation,"Ooh, you and me would be a big conversation, ah"
reputation,"And I heard about you, ooh"
reputation,"You like the bad ones, too"
reputation,"I hit you like bang, we tried to forget it, but we just couldn't"
reputation,"And I bury hatchets, but I keep maps of where I put 'em"
reputation,"Reputation precedes me, they told you I'm crazy"
reputation,"I swear I don't love the drama, it loves me"
reputation,"And I can't let you go, your hand prints on my soul"
reputation,"It's like your eyes are liquor, it's like your body is gold"
reputation,You've been calling my bluff on all my usual tricks
reputation,So here's the truth from my red lips
reputation,I wanna be your end game (End game)
reputation,"I wanna be your first string (Me and you, first string)"
reputation,"I wanna be your A-Team (Be your A-Team now, A-Team)"
reputation,"I wanna be your end game, end game"
reputation,"I wanna be your end game (Oh, I do)"
reputation,I wanna be your first string (First string)
reputation,I wanna be your A-Team (A-Team)
reputation,"I wanna be your end game, end game"
reputation,"I never trust a narcissist, but they love me"
reputation,So I play 'em like a violin
reputation,And I make it look oh-so-easy
reputation,"'Cause for every lie I tell them, they tell me three"
reputation,This is how the world works
reputation,Now all he thinks about is me
reputation,I can feel the flames on my skin
reputation,Crimson red paint on my lips
reputation,"If a man talks shit, then I owe him nothing"
reputation,"I don't regret it one bit, 'cause he had it coming"
reputation,They say I did something bad
reputation,Then why's it feel so good?
reputation,They say I did something bad
reputation,But why's it feel so good?
reputation,Most fun I ever had
reputation,And I'd do it over and over and over again if I could
reputation,"It just felt so good, good"
reputation,Ra-di-di-di-di-di-di-di-di-di-da-da
reputation,Ra-di-di-di-di-di-di-di-di-di-da-da
reputation,Ra-di-di-di-di-di-di-di-di-di-da-da
reputation,Da-da da-da
reputation,"I never trust a playboy, but they love me"
reputation,So I fly 'em all around the world
reputation,And I let them think they saved me
reputation,"They never see it comin', what I do next"
reputation,This is how the world works
reputation,You gotta leave before you get left
reputation,I can feel the flames on my skin
reputation,"He says, ""Don't throw away a good thing"""
reputation,"But if he drops my name, then I owe him nothin'"
reputation,"And if he spends my change, then he had it comin'"
reputation,They say I did something bad (Oh)
reputation,Then why's it feel so good?
reputation,They say I did something bad
reputation,But why's it feel so good?
reputation,Most fun I ever had
reputation,And I'd do it over and over and over again if I could
reputation,"It just felt so good, good"
reputation,Ra-di-di-di-di-di-di-di-di-di-da-da
reputation,Ra-di-di-di-di-di-di-di-di-di-da-da
reputation,(It just felt so good)
reputation,Ra-di-di-di-di-di-di-di-di-di-da-da
reputation,Da-da da-da
reputation,They're burning all the witches even if you aren't one
reputation,"They got their pitchforks and proof, their receipts and reasons"
reputation,They're burning all the witches even if you aren't one
reputation,"So light me up (Light me up), light me up (Light me up)"
reputation,"Light me up, go ahead and light me up (Light me up)"
reputation,"Light me up (Light me up), light me up (Light me up)"
reputation,"Light me up (Light me up), light me up"
reputation,They say I did something bad (Oh)
reputation,Then why's it feel so good? (So good)
reputation,They say I did something bad
reputation,But why's it feel so (Good) good?
reputation,Most fun I ever had (Most fun I ever had)
